timestamp,sample_number,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1.576028,286,-2,-3,-3,0,-3,-3,-2,0
1.576043,287,1,6,4,-1,-1,-1,-2,-2
1.597540,288,-1,-1,-3,-6,-1,-2,0,0
1.597569,289,-4,-3,-3,0,-2,-3,0,-3
1.599212,290,-4,-3,-4,0,-2,-1,-1,0
1.599225,291,0,1,3,-2,0,-1,-1,-3
1.611832,292,-2,-2,-4,-5,-2,-1,-1,-1
1.611849,293,0,3,1,2,-1,-1,-2,-1
1.612941,294,-3,-4,1,2,-1,0,-1,-3
1.612954,295,-3,-4,-2,0,-1,-1,0,-1
1.635038,296,2,1,0,-1,-2,-1,0,-2
1.635058,297,-3,-3,-8,-6,-1,0,-1,-1
1.635890,298,-2,0,-1,-1,-2,-2,-1,-1
1.635909,299,0,-1,1,2,-1,-1,-1,0
1.657618,300,-1,2,10,3,1,2,0,-2
1.657747,301,1,-3,-11,-4,-1,0,0,-2
1.659001,302,1,-3,-4,0,1,-2,-2,-2
1.659023,303,-1,1,-2,-8,-1,-2,0,0
1.671880,304,-2,-3,-6,3,0,-1,-1,0
1.671904,305,-2,0,3,-5,0,-2,-1,0
1.673014,306,-2,-2,-2,0,-2,0,-1,-1
1.673030,307,0,-3,-2,-2,-1,-2,0,0
1.695122,308,-1,-1,-2,0,0,-1,-1,-2
1.695151,309,-2,0,1,-2,-1,0,0,-2
1.695826,310,1,0,-3,-2,-1,-3,0,-3
1.695839,311,-2,0,1,-1,-2,0,-1,-3
1.717526,312,-1,-1,0,-2,-1,0,-1,-1
1.717547,313,-2,-1,-1,1,-1,1,-2,1
1.718340,314,-1,2,2,-1,-1,-4,-1,0
1.718349,315,-2,-3,-3,1,-2,0,-1,-1
1.731992,316,-1,-1,-3,-3,0,-1,-1,0
1.732848,317,-1,-3,-2,-5,-2,-2,-1,-3
1.732863,318,-1,0,1,4,0,2,-1,0
1.732865,319,4,0,-1,2,-1,1,-2,0
1.754077,320,-4,-4,-2,-3,0,-1,-1,1
1.754098,321,0,-2,1,2,-3,-2,-1,-1
1.761867,322,-2,-2,-3,-3,-2,-1,-1,-2
1.761887,323,0,-1,2,-7,-1,-1,0,-2
1.777521,324,-1,-1,0,6,-2,-2,-2,-4
1.777550,325,0,-1,-2,-3,2,0,-2,-1
1.778815,326,-2,2,2,0,-1,0,-1,1
1.778909,327,2,0,1,-1,-1,1,-2,0
1.792128,328,-1,-2,-4,-3,-2,-2,-2,0
1.792150,329,0,-1,-1,-4,1,-1,-2,-1
1.792607,330,-2,-2,-1,4,0,-2,-1,-1
1.792630,331,0,0,-5,0,-1,-2,-1,-1
1.815005,332,0,-1,-3,0,-2,-1,-1,-2
1.815055,333,1,1,5,2,-2,0,0,0
1.815823,334,-2,1,0,-2,-1,1,-1,1
1.815843,335,-4,-1,0,-3,-2,-2,0,-1
1.837400,336,2,0,4,-1,-1,-1,0,1
1.837416,337,-2,-3,-8,-2,0,1,0,-1
1.838127,338,0,0,-2,-3,0,0,0,-1
1.838147,339,-3,-6,0,-2,0,0,-2,0
1.851158,340,1,2,-3,-4,-2,-2,-2,-3
1.851171,341,-2,-4,-4,-1,-2,-4,0,0
1.859385,342,0,-2,0,-1,-1,-1,0,-2
1.859402,343,-2,0,-1,2,1,0,-1,1
1.875115,344,-1,0,2,1,0,0,-2,0
1.875136,345,-2,0,1,-5,-1,0,-2,-2
1.876557,346,0,-3,-4,1,-2,-1,-1,-1
1.876579,347,0,0,2,-2,-2,-1,2,-1
1.898268,348,-1,-4,-3,4,0,-2,0,-1
1.898284,349,-3,1,-4,0,-1,-2,-1,1
1.898374,350,1,3,5,-4,0,-1,-1,2
1.898423,351,0,1,1,0,0,-1,0,-4
1.911449,352,-1,-2,-3,-5,0,0,-1,-1
1.911475,353,-3,-5,-5,-1,0,-1,0,0
1.920596,354,-1,-3,-5,-4,-1,0,0,-1
1.920607,355,0,3,0,0,-1,-3,-1,0
1.934876,356,-1,1,0,0,-3,-2,-1,-1
1.934893,357,1,0,-2,-2,-2,0,-1,0
1.935773,358,-1,-1,2,1,-1,0,-1,0
1.935798,359,2,-1,-4,0,0,-2,-2,0
1.957504,360,-2,-3,-2,-1,-3,-2,0,-1
1.957523,361,0,3,1,2,-2,-1,-2,-1
1.958178,362,-2,-2,-4,-6,-1,-2,-1,-4
1.958183,363,-1,-2,-2,1,-2,-2,-1,0
1.971237,364,0,0,0,2,0,-1,-1,-1
1.971261,365,-2,-2,-1,-3,-1,-1,-2,0
1.979697,366,-1,-2,-3,0,0,-3,-2,-2
1.979720,367,0,-1,2,0,0,0,-2,-1
1.995177,368,0,-2,-2,-2,-2,-1,0,0
1.995323,369,-2,3,3,-5,-2,-1,-1,-3
1.996419,370,0,1,1,6,0,0,-1,-1
1.996428,371,-2,0,-4,-1,-1,-2,0,-1
2.017883,372,-1,-1,-2,0,0,0,-2,0
2.017898,373,3,0,3,2,1,-1,0,0
2.023776,374,-3,-3,-2,-6,-1,-2,-1,0
2.023795,375,0,-3,-2,-2,-1,-1,0,-1
2.031093,376,-2,2,5,-2,0,-1,-1,-1
2.031115,377,-1,-6,-6,2,-1,0,0,-1
