timestamp,sample_number,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2.545717,479,18,33,2,-1,-2,1,2,-2
2.545728,480,-1,-24,0,-3,-4,-2,-1,-3
2.545730,481,10,31,-2,1,7,2,1,-2
2.567483,482,0,-29,-20,0,2,-3,-3,4
2.567511,483,-2,33,9,-2,-8,-3,-5,1
2.569089,484,-11,-8,14,3,0,0,-1,-1
2.569107,485,20,-10,-17,-4,-1,1,-1,-7
2.591004,486,-33,11,5,3,3,1,-4,1
2.591020,487,-9,-4,-3,0,3,-1,1,2
2.591022,488,10,4,-17,-7,-7,-3,-3,1
2.591024,489,0,-23,3,3,4,2,-1,-2
2.604365,490,6,3,-6,3,4,1,3,6
2.604380,491,-32,34,7,-2,-7,-3,-1,-3
2.605837,492,21,-7,12,-7,-9,-7,-4,-10
2.605849,493,21,-8,-13,2,1,0,5,2
2.627866,494,-31,30,0,1,4,2,-3,3
2.627893,495,-3,-102,-23,-4,-7,-4,3,-1
2.629972,496,2,30,8,-5,-3,-1,-5,3
2.629987,497,12,29,0,1,3,-1,-2,1
2.650339,498,13,2,4,-1,-5,-3,3,1
2.650361,499,11,-2,-5,0,0,-1,-11,-3
2.652313,500,-3,-29,-15,-1,-1,-1,-1,0
2.652456,501,-17,25,-1,-3,1,-2,-2,-2
2.664489,502,-7,-16,8,2,2,1,-1,-4
2.664517,503,5,2,5,1,5,0,-1,2
